Name1,Name2,Name3,Price,Discount,Country,Producer,VendorCode,Weight,WeightUnit,Compound,Protein,Fat,Carbo,Portion,Guid,Adult,Link,CategoriesEnum
Десерт Бонжур Суфле Клубника-Сливки,Десерт Бонжур Суфле Клубника-Сливки 232Г,,7.02,,Россия,Конти Рус ЗАО,-899762681,232,Г,Десерт Бонжур Суфле Клубника-Сливки 232Г,,,,,fd6e0a72-4d27-402b-b57d-91b27112697f,False,https://avatars.mds.yandex.net/get-eda/3513074/a13c61fc1716b422e587eba478c9438b/{w}x{h},
Торт Вафельный Яшкино Ореховый,Торт Вафельный Яшкино Ореховый 250гр,,3.51,,Россия,Яшкино КДВ ООО,-895194199,250,гр,Торт Вафельный Яшкино Ореховый 250гр,,,,,cfb1b8d5-3933-4605-af16-211eda419a7e,False,https://avatars.mds.yandex.net/get-eda/3506707/63e876904a243b81ec888b028f619223/{w}x{h},
Вафли Яшкино Глазированные с Орешками,Вафли Яшкино Глазированные с Орешками 200гр,,2.77,,Россия,Яшкино КДВ ООО,-895194369,200,гр,Вафли Яшкино Глазированные с Орешками 200гр,,,,,08af54e9-2a11-491e-b08b-c1bb8027980d,False,https://avatars.mds.yandex.net/get-eda/3436037/352c8462539a8ae28bc350abbe7c70c2/{w}x{h},
Вафли Яшкино Вареная Сгущенка,Семислойные вафли с начинкой из вареной сгущёнки.,,2.35,,Россия,"ООО ""КДВ Воронеж"", Воронежская обл., Рамонский р-н, д. Богданово, ул. Лесная, д. 31, Россия.",-895194941,200,гр,Семислойные вафли с начинкой из вареной сгущёнки.,,,,,ec5ab140-574e-40f5-9366-8f1537ae759e,False,https://avatars.mds.yandex.net/get-eda/3806023/adeaf28ffc1501627aafae1cea88af3a/{w}x{h},
Вафли Яшкино Сливочные,Семислойные вафли с пломбирно-сливочной начинкой.,,2.15,,Россия,"ООО ""КДВ Воронеж"", Воронежская обл., Рамонский р-н, д. Богданово, ул. Лесная, д. 31, Россия.",-895194661,200,гр,Семислойные вафли с пломбирно-сливочной начинкой.,,,,,85ce9b91-b4c4-4c62-b4c4-0129e19d4d20,False,https://avatars.mds.yandex.net/get-eda/3806023/de37f69c78a828d9f385e8d7dae42c3a/{w}x{h},
Вафли Яшкино Шоколадные,"Семислойные вафли с шоколадной начинкой.
",,2.40,,Россия,"ООО ""КДВ Воронеж"", Воронежская обл., Рамонский р-н, д. Богданово, ул. Лесная, д. 31, Россия.",-895194780,200,гр,"Семислойные вафли с шоколадной начинкой.
",,,,,b9f091a7-7a05-4346-9e05-a0bc9aded6df,False,https://avatars.mds.yandex.net/get-eda/3538649/1e859e431adf1ca81a24e40c3613fc52/{w}x{h},
Вафли Яшкино Ореховые,Вафли Яшкино Ореховые 300гр,,3.20,,Россия,Яшкино КДВ ООО,-899762839,300,гр,Вафли Яшкино Ореховые 300гр,,,,,cd116dbf-d2f3-4835-ba69-c5c883e1e08b,False,https://avatars.mds.yandex.net/get-eda/3529621/7d44c55fa10593e3ede045bc2cbe997d/{w}x{h},
Печенье Мария,Печенье Мария 140гр,,1.05,,Республика Беларусь,Спартак СП ОАО,-895196034,140,гр,Печенье Мария 140гр,,,,,54f71156-6209-4cdc-962f-1f0f4791a820,False,https://avatars.mds.yandex.net/get-eda/3420935/5c98834b309b76b3d10fb5c095cc2a8a/{w}x{h},
Печенье-Мюсли Любятово Злаковое с Шоколадом,Любятово Мюсли Печенье злаковое 120г с шоколадом,,4.30,,Россия,Келлогг Любятово,-895194818,120,гр,Любятово Мюсли Печенье злаковое 120г с шоколадом,,,,,e8d59c88-8a21-412b-9f3c-d6a2288c0fba,False,https://avatars.mds.yandex.net/get-eda/2050703/8c5f0bc06ad5776b3ee442f03928c6ac/{w}x{h},
Печенье Сдобное Американское,Печенье Сдобное Американское 200гр,,2.67,,Россия,Яшкино КДВ ООО,-899818237,200,гр,Печенье Сдобное Американское 200гр,,,,,3f6f43f5-24d6-460e-8e1a-4f793f893156,False,https://avatars.mds.yandex.net/get-eda/3504598/6fa5f8d5cbe2e983c2f8fff174688699/{w}x{h},
Шоколад Милка Баблс Белый Фундук,,,4.99,,Россия,"ООО «Мон`дэлис Русь» 601123, Владимирская область, Петушинский р-н, г. Покров, ул. Франца Штольверка, д. 10, Россия.",-895195773,79,гр,"Нежнейший шоколад Milka, отличающийся своим необыкновенно-сказочным вкусом. Изготовлен по уникальному рецепту с добавлением альпийского молока.",,,,,7645e513-ae53-40e3-9cb4-8298c10f79ca,False,https://avatars.mds.yandex.net/get-eda/3502728/e256950378acd4a21b22d10333b2d3e3/{w}x{h},
Шоколад Коммунарка Горький 68%,Шоколад Коммунарка Горький 68% 90г,,2.33,,Республика Беларусь,Коммунарка СОАО,-1144102504,90,г,Шоколад Коммунарка Горький 68% 90г,,,,,1e5aa81c-c4ed-4837-be7a-d30460243a5f,False,https://avatars.mds.yandex.net/get-eda/2806911/a150c7d2b337ef776dc497fbb6014667/{w}x{h},
Шоколад Риттер Спорт Темный Цельный Лесной Орех,Шоколад темный с цельным обжаренным орехом лещины.,,7.30,,Германия,"Alfred Ritter GmbH & Co.KG, D-71111 Waldenbuch",-1182059587,100,г,Шоколад темный с цельным обжаренным орехом лещины.,,,,,53f77927-e185-46f1-9255-88b9a4013849,False,https://avatars.mds.yandex.net/get-eda/3538649/12432d9a968db1124f8de7300bfe982b/{w}x{h},
Шоколад Столичный,Шоколад Столичный 100г,,2.62,,Республика Беларусь,Коммунарка СОАО,-1144102495,100,г,Шоколад Столичный 100г,,,,,a6456e91-c0a1-419b-b67b-0b66a6725bec,False,https://avatars.mds.yandex.net/get-eda/3337779/ce071a74acbef4d9790e79aa69cc4b2c/{w}x{h},
Шоколад Риттер Спорт с Марципаном,Шоколад Риттер Спорт с Марципаном 100гр,,5.96,,Германия,Alfred Ritter Gmbh & Co KG,-1182059606,100,гр,Шоколад Риттер Спорт с Марципаном 100гр,,,,,8fd978a1-2eb0-457d-bb37-a8962a5e3a7a,False,https://avatars.mds.yandex.net/get-eda/3529621/a3630dd3a32b3771004b0cf70f8db0bc/{w}x{h},
Шоколад Трюфельный Элит,Шоколад Трюфельный Элит 200г,,5.00,,Республика Беларусь,Коммунарка СОАО,-1144102505,200,г,Шоколад Трюфельный Элит 200г,,,,,88b810c7-3cbb-49d8-a866-43b6eeddf0ec,False,https://avatars.mds.yandex.net/get-eda/3378693/79342524cb91646154c78f2228a53b7b/{w}x{h},
Шоколад Горький Бонжени Фисташка-Миндаль 60%,,,5.46,,Россия,Томер ООО,-913981343,100,гр,"Типичный континентальный темный шоколад с ярко выраженным вкусом какао, дробленным миндалем и фисташкой",,,,,767fb1ee-093b-4286-aba1-ed76fee26172,False,https://avatars.mds.yandex.net/get-eda/2050703/24e0e0abf2be4981d3c01f0e2b32e99b/{w}x{h},
Шоколад Горький Бонжени 75%,,,5.46,,Россия,Томер ООО,-899763008,100,гр,"Шоколад для гурманов. В нем обостренно выражен вкус какао, горькая нота превалирует над сладкой.",,,,,80a6e376-73a1-43a1-a6e0-6cb1ff663b7a,False,https://avatars.mds.yandex.net/get-eda/3401132/3f985ddfa5a9b18b64ac34f4d51519f4/{w}x{h},
Зефир Бобруйский Бело-Розовый,"Зефир ""Первый Бобруйский"" бело-розовый в сахарной глазури.",,2.90,2.03,Республика Беларусь,"ОАО ""Красный пищевик"" РБ, 213800, г. Бобруйск, ул. Бахарова, 145, Беларусь",-895194750,250,гр,"Зефир ""Первый Бобруйский"" бело-розовый в сахарной глазури.",,,,,6d8430c2-4d34-4eb5-bb08-6a6d8ed88a69,False,https://avatars.mds.yandex.net/get-eda/3534679/01fbe54d837c36fef8569d965ae0671c/{w}x{h},
Зефир Бобруйский Ванильный,"Зефир ""Первый Бобруйский"" ванильный в сахарной глазури.",,2.90,2.03,Республика Беларусь,"ОАО ""Красный пищевик"" РБ, 213800, г. Бобруйск, ул. Бахарова, 145, Беларусь",-895195309,250,гр,"Зефир ""Первый Бобруйский"" ванильный в сахарной глазури.",,,,,10ef8d56-f413-4fb8-b1c1-5de32cbaf9a3,False,https://avatars.mds.yandex.net/get-eda/3208959/5ae8b59e5e7005ebfc656fbdc3365a58/{w}x{h},
Суфле Воздушное Пухлый Кролик со Вкусом Пломбир,"Воздушное суфле ""Пухлый Кролик"" со вкусом Пломбир 600 г",,16.27,,Россия,Алтей,-899762814,600,гр,"Воздушное суфле ""Пухлый Кролик"" со вкусом Пломбир 600 г",,,,,08dd8f72-39e0-4cef-9bac-487dc6928156,False,https://avatars.mds.yandex.net/get-eda/3439028/0f7a39afc0dc712fa11f18bcecc3cfe3/{w}x{h},
Мармелад Жевательный Фрутелла Медвежата,Мармелад Жевательный Фрутелла Медвежата 150гр,,5.27,,Россия,Перфетти Ван Мелле ООО,-899763014,150,гр,Мармелад Жевательный Фрутелла Медвежата 150гр,,,,,34908c0f-ac83-467b-8ecb-fc1415b50a71,False,https://avatars.mds.yandex.net/get-eda/2806911/696751e24edde119531d885b1bfe410f/{w}x{h},
Мармелад Жевательный Фруттелла Том и Джерри,Мармелад Жевательный Фруттелла Том и Джерри 10гр,,0.80,,Россия,Перфетти Ван Мелле ООО,-895195992,10,гр,Мармелад Жевательный Фруттелла Том и Джерри 10гр,,,,,57034ac7-191c-4763-bc6c-6b46226abbce,False,https://avatars.mds.yandex.net/get-eda/3559865/fa4dc3b596c4a7c471a112f809d557c2/{w}x{h},
Мармелад Жевательный Фрутелла Звери Микс,Мармелад Жевательный Фрутелла Звери Микс 70гр,,3.00,,Россия,Перфетти Ван Мелле ООО,-895194936,70,гр,Мармелад Жевательный Фрутелла Звери Микс 70гр,,,,,d42f4853-253a-4e56-9391-565e2f56a21b,False,https://avatars.mds.yandex.net/get-eda/3529621/ae03a5fe8acda7eb48167e3532342e50/{w}x{h},
Пастила с Мармеладом,Пастила с Мармеладом 350гр,,4.30,,Россия,Славконд ООО,-895194206,350,гр,Пастила с Мармеладом 350гр,,,,,334abb97-d2b3-4b26-a0c7-d9aea9f78c85,False,https://avatars.mds.yandex.net/get-eda/3483997/e4a2fd29f7b03bdece53878ddcdb9825/{w}x{h},
Пастила Белевский Эталон Классическая без сахара,Пастила Белевский Эталон Классическая без сахара 100гр,,6.41,,Россия,Белевский Эталон,-895194403,100,гр,Пастила Белевский Эталон Классическая без сахара 100гр,,,,,7c42ec64-bf2b-4c4e-babb-2a89bf58290c,False,https://avatars.mds.yandex.net/get-eda/3506804/aa4fe15a5d42ed43a0733c0db9427537/{w}x{h},
Конфеты Спартак Аленка,Конфеты Спартак Аленка 200гр,,3.67,,Республика Беларусь,Спартак СП ОАО,-895194788,200,гр,Конфеты Спартак Аленка 200гр,,,,,21983fcc-964a-4315-9b24-b9b2c43c6214,False,https://avatars.mds.yandex.net/get-eda/3506707/52963c65fa58f15dc987e0e8706ee948/{w}x{h},
Конфеты Аэрофлотские,Конфеты Аэрофлотские 200гр,,3.67,,Республика Беларусь,Спартак СП ОАО,-899762915,200,гр,Конфеты Аэрофлотские 200гр,,,,,48327638-f6cb-49c4-b727-9ccd378c2aac,False,https://avatars.mds.yandex.net/get-eda/3507668/851bd7bff012b998c2cfc8ad4aecda2b/{w}x{h},
Конфеты Любимая Аленка,Конфеты Любимая Аленка 200гр,,4.60,,Республика Беларусь,Коммунарка СОАО,-913981336,200,гр,Конфеты Любимая Аленка 200гр,,,,,46aeee4e-6a34-4da9-b621-88f4cb247ddc,False,https://avatars.mds.yandex.net/get-eda/3702558/e3bd0425f03ce09174b7b4c9c9c627c8/{w}x{h},
Конфеты Белорусские,Конфеты Белорусские 200гр,,3.09,,Республика Беларусь,Коммунарка СОАО,-895196025,200,гр,Конфеты Белорусские 200гр,,,,,84b02cfb-8764-4fcb-b0f2-cb0c6e1fa3f2,False,https://avatars.mds.yandex.net/get-eda/3483997/3704767138a80d96f480d9a123d63b61/{w}x{h},
Конфеты Черноморочка-Топ,Конфеты Черноморочка-Топ 200г,,2.35,,Республика Беларусь,Коммунарка СОАО,-1144102501,200,г,Конфеты Черноморочка-Топ 200г,,,,,d8826fd6-09ed-4355-8f08-7df02c8d0164,False,https://avatars.mds.yandex.net/get-eda/3512826/444e1a2e7fe444d10e70fadde2447fc6/{w}x{h},
