Name1,Name2,Name3,Price,Discount,Country,Producer,VendorCode,Weight,WeightUnit,Compound,Protein,Fat,Carbo,Portion,Guid,Adult,Link,CategoriesEnum
Хлеб Цельзерновой Спорт Хлеб,ХЛЕБ ЦЕЛЬНОЗЕРН. СПОРТ ХЛЕБ 450ГР,,4.32,,Россия,Верум Фуд ООО,-895195214,450,гр,ХЛЕБ ЦЕЛЬНОЗЕРН. СПОРТ ХЛЕБ 450ГР,,,,,fccdb2f3-2657-4ba1-a130-82d1d2bc556c,False,https://avatars.mds.yandex.net/get-eda/3595156/8a53fe09376a7f64fa6cb4a5e17d36d3/{w}x{h},
Хлеб Цельзерновой Вестфальский,ХЛЕБ ЦЕЛЬНОЗЕРН. ВЕСТФАЛЬСКИЙ 450ГР,,4.32,,Россия,Верум Фуд ООО,-913981350,450,гр,ХЛЕБ ЦЕЛЬНОЗЕРН. ВЕСТФАЛЬСКИЙ 450ГР,,,,,f55b8ef2-1022-4b55-b76e-0bd8fc467060,False,https://avatars.mds.yandex.net/get-eda/3504598/b940f1c8855d96ca29227d8b1a861caa/{w}x{h},
Хлеб Цельзерновой Протеиновый Протеин Бред,ХЛЕБ ЦЕЛЬЗЕРН. ПРОТЕИНОВЫЙ PROTEIN BREAD 450ГР,,4.95,,Россия,Верум Фуд ООО,-899818076,450,гр,ХЛЕБ ЦЕЛЬЗЕРН. ПРОТЕИНОВЫЙ PROTEIN BREAD 450ГР,,,,,026244e0-7f8e-445d-b7c0-041b68f7032f,False,https://avatars.mds.yandex.net/get-eda/2394388/331b099d75dc7fbcf70511616342ce26/{w}x{h},
Хлеб Цельзерновой Био," ХЛЕБ ЦЕЛЬЗЕРН. БИО 450ГР",,4.55,,Россия,Верум Фуд ООО,-895194948,450,гр," ХЛЕБ ЦЕЛЬЗЕРН. БИО 450ГР",,,,,b18bd482-11e0-4d76-92bc-432f6a58ad9a,False,https://avatars.mds.yandex.net/get-eda/2794391/8fbaa005016767179bc70475600d2cbd/{w}x{h},
Лепешки Тортильи Пшеничные Гриль,ЛЕПЕШКИ ТОРТИЛЬИ ПШЕН ГРИЛЛ МИССИОН 250ГР.,,3.58,,Россия,Мишн Фудс Ступино ООО,-895194958,250,гр,ЛЕПЕШКИ ТОРТИЛЬИ ПШЕН ГРИЛЛ МИССИОН 250ГР.,,,,,0ba43a70-0414-4fb2-ac7f-cb53503dd9f5,False,https://avatars.mds.yandex.net/get-eda/3807631/5548e4854f4f166f7b008ed485d6c443/{w}x{h},
Лепешки Пшеничные Тортильи Оригинальные,ЛЕПЕШКИ ТОРТИЛЬИ ОРИГИНАЛЬНЫЕ ПШЕНИЧНЫЕ 250Г,,3.30,,Россия,Мишн Фудс Ступино ООО,-895194903,250,гр,ЛЕПЕШКИ ТОРТИЛЬИ ОРИГИНАЛЬНЫЕ ПШЕНИЧНЫЕ 250Г,,,,,00974ac6-054a-4efd-b653-0dac34196606,False,https://avatars.mds.yandex.net/get-eda/3569651/e56474185bfc02bfd094725e6459e019/{w}x{h},
Сушки Сладкая Пуговка Ванильные,СУШКИ СЛАДКАЯ ПУГОВКА ВАНИЛЬНЫЕ 1/С ФАС 180ГР,,1.50,,Республика Беларусь,Берестейский Пекарь ОАО ф-л Барановичский Хлебозавод,-899762686,180,гр,СУШКИ СЛАДКАЯ ПУГОВКА ВАНИЛЬНЫЕ 1/С ФАС 180ГР,,,,,c9aea8a9-d256-421e-a7e0-c25d3d8f83e7,False,https://avatars.mds.yandex.net/get-eda/3682162/e99127151dc10afc390977a4da74d65d/{w}x{h},
Снеки Удача с Солью,Снеки Удача с Солью 200гр,,1.91,,Республика Беларусь,Берестейский Пекарь ОАО ф-л Барановичский Хлебозавод,-913981345,200,гр,Снеки Удача с Солью 200гр,,,,,8c2da740-16c2-4900-a1b9-86f22e1f1bd1,False,https://avatars.mds.yandex.net/get-eda/3436037/83b735a10b0874b5db4f808c6a3c429a/{w}x{h},
Сушки Облачко Глазированные,Сушки Облачко Глазированные 250гр,,2.30,,Республика Беларусь,Берестейский Пекарь ОАО,-899762900,250,гр,Сушки Облачко Глазированные 250гр,,,,,208aac0b-47ca-494c-b2c3-0ddac9bd66e8,False,https://avatars.mds.yandex.net/get-eda/3724421/4b9ab67ce80968eb2762a3b676082e00/{w}x{h},
Колечки Посольские с Морской Солью,Хрустящие аппетитные колечки посыпанные морской крупной солью.,,1.31,0.92,Россия,"ООО ""Воплощение"", 302006, Россия., г. Орел, ул. Московская, 181б, Россия",-895195967,130,г,Хрустящие аппетитные колечки посыпанные морской крупной солью.,,,,,bb570b98-f516-4c15-9733-d470af338a83,False,https://avatars.mds.yandex.net/get-eda/3682162/51877c50c2c76f0b2781afdd43894376/{w}x{h},
Сушки Сладкая Пуговка с Маком,СУШКИ СЛАДКАЯ ПУГОВКА С МАКОМ 1/С ФАС 180ГР,,1.47,,Республика Беларусь,Берестейский Пекарь ОАО ф-л Барановичский Хлебозавод,-913981384,180,гр,СУШКИ СЛАДКАЯ ПУГОВКА С МАКОМ 1/С ФАС 180ГР,,,,,85b7514a-8a8b-40c9-beaa-a20f8a4b5d53,False,https://avatars.mds.yandex.net/get-eda/3682162/449ba4174cc2c6729041bf22ea73c33a/{w}x{h},
Снеки Удача с Маком,Снеки Удача с Маком 200гр,,1.98,,Республика Беларусь,Берестейский Пекарь ОАО ф-л Барановичский Хлебозавод,-895195316,200,гр,Снеки Удача с Маком 200гр,,,,,e66f8766-1d21-4544-ad77-d1c2364d178d,False,https://avatars.mds.yandex.net/get-eda/3538649/48247de7559633a11d781ee26b2cf957/{w}x{h},
Снеки Соломка Сладкая,Снеки Соломка Сладкая 120гр,,1.70,1.02,Республика Беларусь,Берестейский Пекарь ОАО,-899818145,120,гр,Снеки Соломка Сладкая 120гр,,,,,fd3986ff-6929-4f0c-a23d-e7625bcda29a,False,https://avatars.mds.yandex.net/get-eda/3807631/55c883886d3faa8d717ae0ded5de7f38/{w}x{h},
Сухари Чайная Классика с Ванилином,,,2.60,,Республика Беларусь,Берестейский Пекарь ОАО ф-л Барановичский Хлебозавод,-899762883,250,гр,"Производитель - Филиал ОАО «Берестейский пекарь» Барановичский хлебозавод, Брестская обл., г. Барановичи, ул. Текстильная, д.24",,,,,705e20cc-7439-4fec-b1dc-12dd73e41ad6,False,https://avatars.mds.yandex.net/get-eda/3454897/21bd10ad8d4c0f7c27edb1149f37dca6/{w}x{h},
Хлебцы Вафельные Елизавета Ржаные,Хлебцы Вафельные Елизавета Ржаные 75г,,1.70,,Россия,Елизавета ООО,-1182059573,75,г,Хлебцы Вафельные Елизавета Ржаные 75г,,,,,5507061f-776f-446e-a962-c22fa604b9ac,False,https://avatars.mds.yandex.net/get-eda/1380298/0760a9c3f49a40cf290999d5faac81ee/{w}x{h},
Хлебцы Молодцы Бородинские,Цельнозерновые хлебцы,,2.36,,Россия,"ЗАО ""Молодец"", 347715, Ростовская обл., Кагальницкий р-н, пос. Воронцовка, ул. 40 лет Победы, 1/1, Россия",-895195117,150,гр,Цельнозерновые хлебцы,,,,,a9a8560e-fd48-41fc-8f40-73275367682c,False,https://avatars.mds.yandex.net/get-eda/3816972/06814e2e36164e725d0180aed76fa552/{w}x{h},
Хлебцы Щедрые Ржаные,,,1.88,,Россия,"ООО «Ориент Продактс» 188650, Ленинградская обл., Всеволожский р-н, г. Сертолово, м-н Сертолово-1, пер. Лесной, д. 2, Россия.",-895195116,100,гр,"Хлебцы с классическим вкусом ржаного хлеба. Сытные, но легкие, они гармонично сочетаются с любым топпингом, хороши с густым крем-супом или прозрачным бульоном.",,,,,54d81aba-5dfc-4b1d-a275-1de1c72582ce,False,https://avatars.mds.yandex.net/get-eda/3506707/2ab270b46af89b06dbe77268be9cc773/{w}x{h},
Хлебцы-Молодцы Фитнес Цельнозерновые,Хлебцы цельнозерновые. Постный продукт.,,1.88,,Россия,"ЗАО ""Молодец"", 347715, Ростовская обл., Кагальницкий р-н, пос. Воронцовка, ул. 40 лет Победы, 1/1, Россия",-895195429,100,гр,Хлебцы цельнозерновые. Постный продукт.,,,,,8eb98e43-1dcc-420c-9557-4f9f7f130654,False,https://avatars.mds.yandex.net/get-eda/3506707/e0f2c441614d92c5e895e283c7a4ed54/{w}x{h},
Хлебцы Доктор Кернер Гречневые,,,3.74,,Россия,"ОАО «Хлебпром», 454014, г. Челябинск, ул. Молодогвардейцев, 2а, Россия",-895194695,100,гр,"Хлебцы «Гречневые» с витаминами не содержат глютен, поэтому могут употребляться в пищу людьми с заболеванием целиакия, а также приверженцами безглютеновой диеты.",,,,,e13bba94-be93-42d5-8409-2b0acfd9bfc5,False,https://avatars.mds.yandex.net/get-eda/3513074/e8797d7e0daac460151d159e917ba35b/{w}x{h},
Хлебцы Щедрые Гречневые,,,1.88,,Россия,"ООО «Ориент Продактс» 188650, Ленинградская обл., Всеволожский р-н, г. Сертолово, м-н Сертолово-1, пер. Лесной, д. 2, Россия.",-895195114,100,гр,"Хлебцы с приятным вкусом гречневой крупы. Отлично подходят для здорового питания — сделайте с ними бутерброды и снеки с овощами, творожным сыром и фруктами.",,,,,b15e3c05-e5c7-4662-ba60-6961579ca7b8,False,https://avatars.mds.yandex.net/get-eda/3806023/011a82c8053673d41242e43c7a12e5a0/{w}x{h},
Хлебцы Альвадо Прованские Травы,Хлебцы Альвадо Прованские Травы 60 г,,2.13,,Республика Беларусь,ФудЛайкТрейд ООО,-899762937,60,г,Хлебцы Альвадо Прованские Травы 60 г,,,,,d4c61b97-7f05-4046-85d8-96bcc350b9ee,False,https://avatars.mds.yandex.net/get-eda/2806911/f03367a9df1c856694392d87f761e82a/{w}x{h},
Хлебцы Доктор Кернер Карамельные,,,4.88,,Россия,"ОАО «Хлебпром», 454014, г. Челябинск, ул. Молодогвардейцев, 2а, Россия",-899762616,90,гр,"Полезная альтернатива печенью, не содержат муки, искусственных красителей и ароматизаторов.",,,,,4bfe6e59-d5c5-4d67-b3b1-e1e95c935639,False,https://avatars.mds.yandex.net/get-eda/3709189/76518b4bc1f079b26b926b67a8e3dea4/{w}x{h},
Тарталетки Кит для Салата,"Тарталетки для салата, 160г",,5.56,,Россия,Кит ООО,-1182059619,160,гр,"Тарталетки для салата, 160г",,,,,5742e719-9b08-4ef4-bcf6-2dc0d07a6a33,False,https://avatars.mds.yandex.net/get-eda/3472725/d486aa4bb12e6b8873552abd1beb4196/{w}x{h},
Сыр Сливочный Голландский Премиум 45%,Сыр Сливочный Голландский Премиум 45% 200гр,,4.50,,Республика Беларусь,Молочный Мир ОАО,-899763018,200,гр,Сыр Сливочный Голландский Премиум 45% 200гр,,,,,4af6a7d5-9a0c-4cd6-8f61-9dce1bc6be0f,False,https://avatars.mds.yandex.net/get-eda/3547279/dcd3a69bb36685d14831dfd1f68847d0/{w}x{h},
Сыр Молочный Мир Сметанковый 50%,Сыр Молочный Мир Сметанковый 50% 200гр,,4.51,,Республика Беларусь,Молочный Мир ОАО,-895194679,200,гр,Сыр Молочный Мир Сметанковый 50% 200гр,,,,,24c1be81-18aa-487f-b3fd-b91c58d790d7,False,https://avatars.mds.yandex.net/get-eda/3807631/d1942617fb9e0ec74ddb1cf656a20ba8/{w}x{h},
Сыр Твердый Президентский 45%,Сыр Твердый Президентский 45% 250гр,,10.21,,Республика Беларусь,Молочный Мир ОАО,-899763019,250,гр,Сыр Твердый Президентский 45% 250гр,,,,,b2550145-7b34-4b83-8017-90399acb8566,False,https://avatars.mds.yandex.net/get-eda/3807631/da4800f3aeb5d129de9326e86640d5d8/{w}x{h},
Сыр Тильзитский Молочный Мир 45%,Сыр Тильзитский Молочный Мир 45% 200гр,,4.50,,Республика Беларусь,Молочный Мир ОАО,-895195440,200,гр,Сыр Тильзитский Молочный Мир 45% 200гр,,,,,fcad23cd-d54c-49a1-bf3e-41d2ae45b57c,False,https://avatars.mds.yandex.net/get-eda/3595156/cbeaf9d749158df1356c1e4a9a2d73c9/{w}x{h},
Сыр Молочный Мир Российский Особый 50%,Сыр Молочный Мир Российский Особый 50% 200гр,,4.51,,Республика Беларусь,Молочный Мир ОАО,-895195870,200,гр,Сыр Молочный Мир Российский Особый 50% 200гр,,,,,d9363d7f-943c-4065-9c6f-67840a48ab9a,False,https://avatars.mds.yandex.net/get-eda/3725642/9d8b5bbc3d90e1376b2181392f3e85e6/{w}x{h},
Сыр Творожный Савушкин Сливочный 60%,Жирность 60%,,3.67,,Беларусь,"ОАО ""Савушкин продукт"" ул. Янки Купалы, 118, 274028, г. Брест, Беларусь",-899762957,150,гр,Жирность 60%,,,,,1a84ba44-a3cf-44e2-ac65-0cc4acc54688,False,https://avatars.mds.yandex.net/get-eda/3518584/cffb94e26372957e7ffdfdf4428eb429/{w}x{h},
Сыр Творожный Свежа Зелень-Лук 60%,Жирность 60%,,3.67,,Беларусь,"ОАО ""Савушкин продукт"" ул. Янки Купалы, 118, 274028, г. Брест, Беларусь",-895195632,150,гр,Жирность 60%,,,,,7930bbf5-ee10-4c53-bbd5-6fb22e53ea9f,False,https://avatars.mds.yandex.net/get-eda/3595381/258a5f667585a0ca83a6bc3d8aa49ab8/{w}x{h},
Сыр Творожный Профессионал 65%,Сыр Творожный Профессионал 65% 200гр,,4.03,,Республика Беларусь,Смолевичи Молоко ЗАО,-913981443,200,гр,Сыр Творожный Профессионал 65% 200гр,,,,,c787d766-a53d-4fb2-9e5e-e4541272e6a3,False,https://avatars.mds.yandex.net/get-eda/3774488/b0b48b9262a1c9e3076872a6af1dcd03/{w}x{h},
Сыр Творожный Бонфесто Кремчиз Воздушный Прошутто-Грибы 65%,,,3.54,,Беларусь,"ОАО ""Туровский молочный комбинат"", 247980, Гомельская обл., Житковичский р-н., г. Туров, ул. Ленинская, 154, РБ",-895195639,125,гр,"Воздушный Cream Cheese относится к категории мягких сыров, которые не требуют созревания и не подвергаются прессованию. Сыр изготавливается из свежего молока и густых сливок.Использование исключительно натуральных ингредиентов и бережное взбивание позволяют получить нежный сливочно-творожный сыр, легкий и воздушный. Воздушный Cream Cheese с наполнителем ""Прошутто и грибы"" можно использовать как самостоятельное блюдо для вкусного и полезного перекуса, а также для приготовления различных закусок, бутербродов, брускетт, бейглов, горячих блюд (супов, пасты, омлета), соусов. Этот творожный сыр прекрасно сочетается с сочными овощами, хлебобулочными изделиями, ароматным мясом.",,,,,d17497c7-b26a-4b49-a1fb-e0f6d04b5e1d,False,https://avatars.mds.yandex.net/get-eda/3502490/db8c252f2e481ee771a34c5967bf0b6b/{w}x{h},
Сыр Мягкий Свежа Фета Нежная 45%,"Настоящий среднеземноморский вкус.
",,3.56,,Беларусь,"ОАО ""Савушкин продукт"" ул. Янки Купалы, 118, 274028, г. Брест, Беларусь",-895195867,250,гр,"Настоящий среднеземноморский вкус.
",,,,,f5826d79-b82a-4d61-8691-36c2ae75ac18,False,https://avatars.mds.yandex.net/get-eda/3595156/d3bad8a24f37734e7f5ec7f6021e11ae/{w}x{h},
Сыр Творожный Бонфесто Кремчиз Воздушный 65%,,,3.54,,Беларусь,"ОАО ""Туровский молочный комбинат"", 247980, Гомельская обл., Житковичский р-н., г. Туров, ул. Ленинская, 154, РБ",-895195585,125,гр,,,,,,77d25767-2edd-4dc4-9937-c076570d0f3e,False,https://avatars.mds.yandex.net/get-eda/2794391/4a6e5216199494f031e0516cf6a6b908/{w}x{h},
Сыр Творожный Савушкин Сливочный 50%,50% жирности. Сливочный белый сыр для салата.,,3.76,,Беларусь,"ОАО ""Савушкин продукт"" ул. Янки Купалы, 118, 274028, г. Брест, Беларусь",-895195620,250,гр,50% жирности. Сливочный белый сыр для салата.,,,,,157c053b-dc64-407d-b7e6-b24aac443b90,False,https://avatars.mds.yandex.net/get-eda/2415806/24b35a03b27d2df6752f3677d6d1e0e4/{w}x{h},
Сыр Творожный Свежа Сливочный 60%,,,3.67,,Беларусь,"ОАО ""Савушкин продукт"" ул. Янки Купалы, 118, 274028, г. Брест",-895195635,150,гр,"60% жирности. Творожный сыр ""Воздушный"" торговой марки ""Савушкин"" имеет нежный сливочный вкус и изготавливается из натуральных ингредиентов без добавления консервантов. При жирности 60% продукт отличается относительно невысокой калорийностью. Пастообразная консистенция оптимально подходит для приготовления бутербродов для быстрого перекуса дома, в офисе или на природе. Кроме того, сыр можно использовать в салатах, закусках или десертах.",,,,,c424fa0a-3c99-4927-ad64-07668318ae3a,False,https://avatars.mds.yandex.net/get-eda/3378693/17c719e22cb64404205e2db15b1cba38/{w}x{h},
Сыр Рассольный Свежа Брынза 45%,Сыр Рассольный Свежа Брынза 45% 200гр,,3.21,,Беларусь,"ОАО ""Савушкин продукт"" ул. Янки Купалы, 118, 274028, г. Брест, Беларусь",-895195630,200,гр,Сыр Рассольный Свежа Брынза 45% 200гр,,,,,fbc89f38-525c-4934-a0ff-1cb2f7f56287,False,https://avatars.mds.yandex.net/get-eda/3807631/2bad834d9394e252a1c5062ac93b4168/{w}x{h},
Сыр Плавленый Дружба 55%,Сыр Плавленый Дружба 55% 90гр,,1.35,,Беларусь,"ОАО ""Савушкин продукт"", 224028, г. Брест, ул. Янки Купалы, 118, Беларусь",-895195272,90,гр,Сыр Плавленый Дружба 55% 90гр,,,,,13b03cd6-e187-4b2f-a2fa-4d02af6b8cc4,False,https://avatars.mds.yandex.net/get-eda/3436037/dc8280970f0a8e2ce407044b90611cf9/{w}x{h},
Сыр Плавленый Колбасный Минчанка 40%,Сыр Плавленый Колбасный Минчанка 40% 300гр,,4.49,,Республика Беларусь,Савушкин Продукт ОАО,-899818199,300,гр,,,,,,0927ba33-38d3-48f8-81e6-50ec0a582bb3,False,https://avatars.mds.yandex.net/get-eda/3770794/e2bf07cdeece8d13f51918139d33b8f4/{w}x{h},
Сыр плавленый Хохланд 55% Сливочный,Сыр плавленый Хохланд 55% Сливочный 200г,,7.22,,Россия,Хохланд Русланд ООО,-1153401623,200,г,Сыр плавленый Хохланд 55% Сливочный 200г,,,,,b2eac1cb-e7f0-4b30-af2a-f2f73e5b45c7,False,https://avatars.mds.yandex.net/get-eda/2050703/5cfb56b71065c49a1ec89d0606b1406b/{w}x{h},
Сыр плавленый Хохланд 45% Ассорти,Сыр плавленый Хохланд 45% Ассорти 150г,,5.46,,Россия,Хохланд Русланд ООО,-1153401637,150,г,Сыр плавленый Хохланд 45% Ассорти 150г,,,,,fa6a57a3-b71d-4534-8b78-e9135e05c119,False,https://avatars.mds.yandex.net/get-eda/3798638/b239032599b2dcba620be7fb022e2773/{w}x{h},
Сыр Сливочный Молочный Мир 50%,Сыр Сливочный Молочный Мир 50% 200гр,,4.51,,Республика Беларусь,Молочный Мир ОАО,-899762878,200,гр,Сыр Сливочный Молочный Мир 50% 200гр,,,,,1edc1ea8-295f-4307-a886-0d439bbb9dbc,False,https://avatars.mds.yandex.net/get-eda/3525402/3c0e0d85c0fc9e9369c87cf31d0f2514/{w}x{h},
Сыр Твердый Брест-Литовск Экстра 45%,Сыр фасованный колотый. Срок созревания - 12 месяцев.,,9.35,,Беларусь,"ОАО ""Савушкин продукт"", 224028, г. Брест, ул. Янки Купалы, 118, Беларусь",-895195372,150,гр,Сыр фасованный колотый. Срок созревания - 12 месяцев.,,,,,42c84b76-a720-42ff-9752-62327e3b2838,False,https://avatars.mds.yandex.net/get-eda/2415806/844e86ba46a2281a34174d3d58132195/{w}x{h},
Сыр Полутвердый Голландский Премиум 45%,Сыр Полутвердый Голландский Премиум 45% 150гр,,3.53,,Республика Беларусь,Молочный Мир ОАО,-899818091,150,гр,Сыр Полутвердый Голландский Премиум 45% 150гр,,,,,7f758717-90a5-40af-bc6e-b758eb6a9fe0,False,https://avatars.mds.yandex.net/get-eda/3724421/923b504fc9c4a66b560ac895311dc579/{w}x{h},
Сыр Сметанковый Молочный Мир Слайсы 50%,СЫР СМЕТАНКОВЫЙ 50% СЛАЙСЫ 150ГР,,3.71,,Республика Беларусь,Молочный Мир ОАО,-895195578,150,гр,СЫР СМЕТАНКОВЫЙ 50% СЛАЙСЫ 150ГР,,,,,c1722449-46e4-4fd6-88f8-a799767c624b,False,https://avatars.mds.yandex.net/get-eda/2353725/d41d298fe928702932fef2c5099f001f/{w}x{h},
Макаронные Изделия Барилла Спагеттини №3,,,3.39,,Италия,"Barilla G.&R.Fratelli -SpA-Via Mantova 166,PARMA, Италия",-895195483,450,гр,"Тонкие и лёгкие по своей текстуре, спагеттини прекрасно переносят процесс приготовления: крайне важное свойство для тех, кто ценит нежную текстуру этого древнейшего вида пасты и одновременно с этим предпочитает степень готовности аль денте.",,,,,d9975489-5b5a-409e-ae5d-a9aab15f101a,False,https://avatars.mds.yandex.net/get-eda/2050703/58a89b17b2fd0c75c17edda15f93d936/{w}x{h},
Макаронные Изделия Макфа Витки,,,3.02,,Россия,"ОАО «Макфа», 454091, г. Челябинск, Мелькомбинат 2, уч. 1, Россия",-895195229,400,гр,"Очень хорошо эти макаронные изделия смотрятся в салатах. Благодаря форме, витки могут удерживать даже самый густой соус, не давая разрушиться гармонии пользы и вкуса. Варятся 6 минут.",,,,,a35e9ce8-e295-402d-b10e-60e20438cabc,False,https://avatars.mds.yandex.net/get-eda/3682162/1adec51a4c44c4c0b057c02a21eea1c2/{w}x{h},
Макаронные Изделия Барилла Капелини №1,,,3.46,,Италия,"Barilla G.&R.Fratelli -SpA-Via Mantova 166,PARMA, Италия",-895195602,450,гр,"Тонкие золотые нити этой пасты кажутся хрупкими и ломкими. На самом же деле, они отлично сохраняют свою форму даже при взаимодействии с кипящей водой, принимая самые причудливые формы в процессе приготовления. Однако капеллини наилучшим образом проявляют себя именно в классических рецептах, подчёркивая вкус соуса, с которым подаётся паста.

Капеллини идеально сочетается с лёгкими соусами. Самый простой из них – соус на основе свежих томатов, оливкового масла и базилика. В качестве более изысканного блюда Barilla предлагает вам попробовать капеллини с оливковым паштетом и моллюсками, ведь это самые насыщенные и утончённые ароматы средиземноморской кухни. Капеллини идеально подходит для запекания. Паста, приготовленная в ароматном бульоне, также станет интересным гастрономическим впечатлением.",,,,,111e560c-d5b3-4c22-aa56-fe3191dfc7c7,False,https://avatars.mds.yandex.net/get-eda/3596693/846fccb00a575c37cba4671412118f2d/{w}x{h},
Макаронные Изделия Макфа Перья Любительские,Макаронные Изделия Макфа Перья Любительские 400гр,,3.02,,Россия,Макфа ОАО,-895194323,400,гр,Макаронные Изделия Макфа Перья Любительские 400гр,,,,,f65ffc20-bcda-4a1c-80b8-b2ee2610619a,False,https://avatars.mds.yandex.net/get-eda/2394388/8f9b1f26efb0221a63356ad9ce501af6/{w}x{h},
Макаронные Изделия Пастерони Пипе Ригате №126,Макаронные Изделия Пастерони Пипе Ригате №126 400гр,,3.57,,Россия,Экстра М ОАО,-1119798727,400,гр,Макаронные Изделия Пастерони Пипе Ригате №126 400гр,,,,,cf600f12-2d36-4f08-8725-48d864ccac69,False,https://avatars.mds.yandex.net/get-eda/3813301/9dfae2f5db789ef438ac3253d4fbe007/{w}x{h},
Макаронные Изделия Барилла Баветте №13,,,3.53,,Италия,"Barilla G.&R.Fratelli -SpA-Via Mantova 166,PARMA",-895194227,450,гр,"Спагетти Barilla №13 Bavette, 500 г - изготовлена из твердых сортов пшеницы и имеет уникальную форму, плоскую в сечении и немного выпуклую. Благодаря своей необычной форме, спагетти хорошо удерживают соус на поверхности и раскрывают насыщенный вкус и аромат. Спагетти Barilla Bavette n.13 родом из Лигурии. К подаче рекомендуются с песто по-генуэзски, также великолепно сочетаются с овощными и рыбными соусами, морепродуктами. Время приготовления спагетти около 6 минут.",,,,,506c654e-6680-4f61-96bc-c78946724c7d,False,https://avatars.mds.yandex.net/get-eda/3528285/4d6c6ef2ee8ef44ae422ffdcc029e913/{w}x{h},
Вермишель Санбонсай Бобовая Фунчоза,Вермишель Санбонсай Бобовая Фунчоза 200гр,,7.58,,Китай,СанБонсаи ТД ООО,-895195219,200,гр,Вермишель Санбонсай Бобовая Фунчоза 200гр,,,,,0ffbd22c-1500-47fc-9a51-b65514531621,False,https://avatars.mds.yandex.net/get-eda/2796335/2af03731207a7226cff4bba5498867ff/{w}x{h},
Макаронные Изделия Макфа Вермишель Длинная,,,3.02,,Россия,"ОАО «Макфа», 454091, г. Челябинск, Мелькомбинат 2, уч. 1, Россия",-899818227,400,гр,"Спагетти — один из самых популярных видов макаронных изделий. Спагетти готовят с различными соусами — овощными, сырными, мясными, рыбными, с морепродуктами. С ними можно готовить супы и лагманы. Спагетти не могут разочаровать. Варятся 9 минут.",,,,,ea070409-fb6f-4e8f-b641-fcc0349f4a5e,False,https://avatars.mds.yandex.net/get-eda/3502728/ad0a857f270349473ef825b53ece3369/{w}x{h},
Крупа Гречневая Пассим Алтайская,Крупа Гречневая Пассим Алтайская 500гр,,3.82,,Россия,Первая Крупяная Компания ООО,-1125235215,500,гр,Крупа Гречневая Пассим Алтайская 500гр,,,,,c3b7b441-284e-4de8-a8f1-7a1115810f2b,False,https://avatars.mds.yandex.net/get-eda/3808326/99be27ace70abd476b33ef2ab96dde4e/{w}x{h},
"Крупа Рис Басмати Премиум Ред Роуз ","Крупа рис Басмати ""PREMIUM"" TM RED ROSE фас 1кг.",,12.00,,Индия,Sona Cereal Products Ltd,-895195926,1,kg,"Крупа рис Басмати ""PREMIUM"" TM RED ROSE фас 1кг.",,,,,7b5d876d-7417-4f5b-ad77-4f9e721caf98,False,https://avatars.mds.yandex.net/get-eda/2750126/4d7c90b84e798467e3613116bcf393bc/{w}x{h},
"Крупа Рис Басмати Классик Ред Роуз ","Крупа рис Басмати ""CLASSIC"" TM RED ROSE фас 1кг.",,11.04,,Индия,Sona Cereal Products Ltd,-895195087,1,kg,"Крупа рис Басмати ""CLASSIC"" TM RED ROSE фас 1кг.",,,,,ba6ab7fd-101f-4f99-a7db-52c30342d2a1,False,https://avatars.mds.yandex.net/get-eda/3709189/96b44f6204306013d933d04b19b7a201/{w}x{h},
"Крупа Рис Басмати Роял Ред Роуз ","Крупа рис Басмати ""ROYAL"" TM RED ROSE фас 1кг.",,12.48,,Индия,Sona Cereal Products Ltd,-899763071,1,kg,"Крупа рис Басмати ""ROYAL"" TM RED ROSE фас 1кг.",,,,,8b76f5ae-a645-4423-90e5-4c5454d4c93d,False,https://avatars.mds.yandex.net/get-eda/3420935/c7ec1c13ea24da3a5a4f5eb82c26e9cd/{w}x{h},
"Крупа Манная Уладар ","Крупа Манная Уладар ",,1.93,,Республика Беларусь,Борисовский КХП УП,-895194192,1,kg,"Крупа Манная Уладар ",,,,,760e0aaf-e551-48ee-8afb-31f138ba37bd,False,https://avatars.mds.yandex.net/get-eda/3709189/c3dc82c366348e0fcb5060a65d2a98a6/{w}x{h},
Крупа Пшено Альвадо 5*80гр,Крупа Пшено Альвадо 5*80гр,,1.65,,Россия,Селтинг ООО,-895194886,400,g,Крупа Пшено Альвадо 5*80гр,,,,,2a624085-5e43-40e6-ab8e-9e88e3536d3a,False,https://avatars.mds.yandex.net/get-eda/3472725/9eeeeae8c75a1aa1e17784d2c0f3bfef/{w}x{h},
"Крупа Перловая №1 ","Крупа Перловая №1 ",,1.30,,Республика Беларусь,Минский КХП ОАО,-895194510,1,kg,"Крупа Перловая №1 ",,,,,b714592a-cfa1-425a-9a91-c475b74fd329,False,https://avatars.mds.yandex.net/get-eda/3513074/c9d497a19a37277fa9159b4c236b332a/{w}x{h},
